kwtts001001001_0	整理床单位
ttskw00017697	你以你舒缓一下痛不痛
ttskw00017698	来你能不能站起来
ttskw00017699	耳朵后面擦一擦额度赫米擦一
ttskw00017700	擦擦的擦擦脸擦擦
ttskw00017701	手上铺一铺铺床床铺
ttskw00017702	铺床床铺一铺铺一铺床铺
ttskw00017703	竖头发竖头发头梳头发梳头发
ttskw00017704	能不能站起来了
ttskw00017705	能不能能做起来
ttskw00017706	阿婆舒服吗
ttskw00017707	脚脚趾疼舒服一点啊
ttskw00017708	下次走路也舒服一点
ttskw00017709	给你们头冲一冲
ttskw00017710	抬起来搁这屋里面冲冲
ttskw00017711	已经被那头洗洗头了啊嗯
ttskw00017712	嗯你还不洗洗个澡
ttskw00017713	要洗澡怎么练地铁
ttskw00017714	洗个澡还洗啊
ttskw00017715	把指头也揉一揉啊
ttskw00017716	你揉一揉小石头
ttskw00017717	我来每一次来给你按一按捏一捏
ttskw00017718	我再给你拍打拍打那血液循环
ttskw00017719	血液流通啊把血液循环往下扔掉
ttskw00017720	活动活动筋骨好累
ttskw00017721	听听的给你拍打一下脚趾头
ttskw00017722	你这个脸拍一拍
ttskw00017723	再给你拍打拍打好不好
ttskw00017724	衣服裤子穿好了
ttskw00017725	头给你擦擦掉哈嗯
ttskw00017726	你这个水不烫不烫
ttskw00017727	烫不烫奶奶不烫吧
ttskw00017728	一念舒缓下
ttskw00017729	愿意舒缓一下
ttskw00017730	我做跟我学捏一捏
ttskw00017731	看我坐跟我学跟我学练一练
ttskw00017732	梳个头梳梳来
ttskw00017733	看我做跟我说跟我说念一念
ttskw00017734	哼能不能坐起来能不能站起来
ttskw00017735	跟我学捏捏舒缓一下
ttskw00017736	往后擦一擦眼睛擦擦擦擦
ttskw00017737	换枕套床铺一铺铺床换床单
ttskw00017738	你们不要让他过来换床单
ttskw00017739	还有五分钟能不能坐起来
ttskw00017740	打一下重不重
ttskw00017741	这跟我做跟我学
ttskw00017742	捏一捏舒缓的
ttskw00017743	一年一度水温怎么样
ttskw00017744	能不能做起来能不能抬起来
ttskw00017745	我给你头上头发上抹一点洗发水
ttskw00017746	我把头发洗一洗啊
ttskw00017747	你想我就洗澡了啊
ttskw00017748	这样你的血液循环
ttskw00017749	你揉一揉肩膀活动活动
ttskw00017750	他给你拍打一下肩膀啊
ttskw00017751	手脚也活动活动放松一点啊
ttskw00017752	来穿干净的衣服了啊
ttskw00017753	阿鹏爷爷擦好了头
ttskw00017754	这个水温正好吗
ttskw00017755	动不动痛不痛
ttskw00017756	涂点沐浴露
ttskw00017757	看我这跟我学
ttskw00017758	看我坐跟我学跟我学
ttskw00017759	铺床换床单被罩换枕套
ttskw00017760	换床单换被子
ttskw00017761	照换整套床铺一铺铺
ttskw00017762	梳个梳梳水温怎么样
ttskw00017763	干水温怎么样
ttskw00017764	什么看我做跟我做
ttskw00017765	能不能够用手脚能抬起来吗
ttskw00017766	有没有身上好被动运动
ttskw00017767	那个被动运动看我做什么学你你
ttskw00017768	额头擦一下眼睛
ttskw00017769	擦一擦耳后擦一涂
ttskw00017771	床柜子床柜子整理床单
ttskw00017772	换被罩换套床铺
ttskw00017773	一铺床铺一铺
ttskw00017774	整理床单位我基本上都抱不起这
ttskw00017775	梳一头头面部清洁梳理都不允许
ttskw00017776	都得测水温
ttskw00017777	跟我学你你你痛不痛痛不痛
ttskw00017778	手足叫我洗一洗擦擦擦一擦
ttskw00017779	擦擦干净漂亮懂不行
ttskw00017780	你看不看能不能水温真好
ttskw00017781	水温真好的
ttskw00017782	洗洗脚擦一擦擦擦干手做清洁
ttskw00017783	擦一擦眼睛擦擦
ttskw00017784	后擦擦头面不轻
ttskw00017785	温水温水水温怎么样
ttskw00017786	能不能烫不烫额头
ttskw00017787	涂点面霜的润肤露
ttskw00017788	你洗澡会
ttskw00017789	穿上身上穿衬衫
ttskw00017790	穿衬衫儿
ttskw00017791	穿衬衫
ttskw00017792	舒克巴陶兰舒服的对吧
ttskw00017793	你右手擦擦啊
ttskw00017794	我们手指啊在手指缝里面再擦擦
ttskw00017795	哎我们来洗洗洗水温真好是吧
ttskw00017796	左脚洗啊
ttskw00017797	都泡一泡
ttskw00017798	而后擦一擦眼睛擦擦
ttskw00017799	清洁头发
ttskw00017800	擦干擦干擦一擦擦干擦一擦擦
ttskw00017801	烫不烫头发
ttskw00017802	一念一念舒缓一下
ttskw00017803	洗洗头用的洗发膏
ttskw00017804	铺床换床单换枕罩
ttskw00017805	生活自理能力能坐起来吗
ttskw00017806	哪个身体活动不方便
ttskw00017807	力道怎么样了啊
ttskw00017808	我做跟我学念
ttskw00017809	年舒缓一下
ttskw00017810	力道怎么样哎
ttskw00017811	我要看我做年龄
ttskw00017812	然后我们再刮刮胡子啊
ttskw00017813	擦擦耳后
ttskw00017814	水温何时我们擦擦脸擦擦脸
ttskw00017815	我们擦点面霜啊
ttskw00017816	擦点面霜
ttskw00017817	所以我来帮你念一念舒缓一下
ttskw00017818	有没有什么不舒
ttskw00017819	今天按摩的舒服吗
ttskw00017820	今天力量还可以吗
ttskw00017821	揉揉就快好了啊
ttskw00017822	赶紧揉揉啊
ttskw00017823	你要的舒服吗
ttskw00017824	不痛吧
ttskw00017825	舒缓舒缓静
ttskw00017826	汤姆顾客年年见爱被舒缓舒缓静脉
ttskw00017827	舒缓舒缓精神
ttskw00017828	年年结年年被舒缓舒缓静脉
ttskw00017829	脚舒缓舒缓
ttskw00017830	静脉来嘴巴张大
ttskw00017831	阿姨没捏捏住三里
ttskw00017832	捏捏三十九年黏住三年
ttskw00017833	先按按背
ttskw00017834	你算一下痛不痛
ttskw00017835	生被动运动
ttskw00017836	眼睛擦擦你
ttskw00017837	来额头擦一擦
ttskw00017838	你要说你能站起来吗
ttskw00017839	我说你能站起来吗
ttskw00017840	你念一念舒缓一下那个领导可以吧
ttskw00017841	背在运动有没有哪来不舒
ttskw00017842	微动运动有没有哪里不舒
ttskw00017843	痛苦背垌运动有没有哪里不舒服
ttskw00017844	最终运动有没有哪里不舒
ttskw00017845	换一下这个力道怎么样
ttskw00017846	那个力道可以吧
ttskw00017847	我这个胳膊拿上去捏一捏
ttskw00017848	你你你舒缓一下痛不痛痛不痛
ttskw00017849	我想要被动运动
ttskw00017850	被动运动生活之能力训练
ttskw00017851	痛不痛重不重轻不轻轻不轻
ttskw00017852	想看我做跟我做跟我做
ttskw00017853	先看我做看我
ttskw00017854	被动运动不动
ttskw00017855	先看我做看我怎么做的啊
ttskw00017856	跟我学捏一捏捏一捏捏一下
ttskw00017857	擦一擦擦一擦擦一擦擦干脚
ttskw00017858	擦干脚擦一擦擦
ttskw00017859	换枕头换枕头换枕
ttskw00017860	把床铺一铺床铺一铺
ttskw00017861	把床铺一铺铺
ttskw00017862	铺床好
ttskw00017863	水温不冷啊不冷啊
ttskw00017864	你站起来看一看能不能站起来
ttskw00017865	手脚手脚能抬起来吗
ttskw00017866	洗洗擦肥皂擦一擦嗯嗯
ttskw00017867	我给你擦擦吧
ttskw00017868	张庆啊脚脚冲一冲嗯
ttskw00017869	冲一冲水煮擦肥皂擦一擦
ttskw00017870	你等会洗好澡
ttskw00017871	粗个头梳梳头
ttskw00017872	脚冲一冲先嗯
ttskw00017873	怎么关门关窗垫防滑垫
ttskw00017874	你今天等着你关门关窗垫防滑垫
ttskw00017875	还痛是吧
ttskw00017876	下边有腰好些了吗
ttskw00017878	今天不冷还没降温呢
ttskw00017879	年年三人叫舒缓舒缓静
ttskw00017880	力道可以吧
ttskw00017881	所以说我们做个被动运动
ttskw00017882	下去捏捏肩
ttskw00017883	是年年前按按背舒缓舒缓静脉
ttskw00017884	捏捏肩捏捏背
ttskw00017885	疏通疏通经络
ttskw00017886	一会儿再捏头皮
ttskw00017887	对疏通疏通静脉
ttskw00017888	有点儿烫吧
ttskw00017889	冷不冷可以充的
ttskw00017890	真的头不洗啊
ttskw00017891	要不要洗头
ttskw00017892	明天再帮你洗头啊啊好吧
ttskw00017893	妈他的棉毛裤嘞穿在身上呢
ttskw00017894	要穿裤子啊
ttskw00017895	能不能把脸擦一下
ttskw00017896	我再帮你泡脚哦
ttskw00017897	不能泡脚
ttskw00017898	裤子也脱掉了
ttskw00017899	我都都都三十块钱吹吹头发
ttskw00017900	头发吹吹
ttskw00017901	头皮还痒吗
ttskw00017902	哦羽绒服可以穿吧
ttskw00017903	我穿羽毛裤去
ttskw00017904	不急慢慢来啊
ttskw00017905	不知道那么冷不冷啊
ttskw00017906	你把后面都是专门擦一擦
ttskw00017907	看到了擦一擦
ttskw00017908	铺毛巾垫毛巾垫纸巾
ttskw00017909	所以冷不冷烫不烫
ttskw00017910	所以冷不冷啊
ttskw00017911	是不是不疼
ttskw00017912	换个被子换
ttskw00017913	时时你往后擦一擦眼睛
ttskw00017914	铺床
ttskw00017915	房内床单位整理床单位整理床单
ttskw00017916	梳梳头头发扎起来啊
ttskw00017917	梳头头发扎起
ttskw00017918	梳梳头洗洗脸梳头十年
ttskw00017919	你慢一点
ttskw00017920	所以小心你慢一点呀
ttskw00017921	头把头发光冲个头
ttskw00017922	冷天人家给他洗澡睡觉了
ttskw00017923	我我换个歌来给你泡脚
ttskw00017924	痛不痛运动
ttskw00017925	那一年你也舒缓一下
ttskw00017926	念一念舒缓一下这个地方可以吧
ttskw00017927	念一念梳玩一下这个力道可以吧
ttskw00017928	的吹头发
ttskw00017929	要不要把那件衣服穿上
ttskw00017930	擦擦擦擦温水擦浴
ttskw00017931	擦擦其胸
ttskw00017932	脸上擦脸
ttskw00017933	人民群众这个关门关窗
ttskw00017934	擦脱衣服
ttskw00017935	你那里冷不冷啊
ttskw00017936	奶奶有没有感觉到不舒服啊么
ttskw00017937	帮助你舒缓一下
ttskw00017938	嗯洗澡头
ttskw00017939	来这个手做做被动运动来
ttskw00017940	这个手也做做被动运动
ttskw00017941	我先帮你捏捏揉一揉
ttskw00017942	那我们擦身擦好了
ttskw00017943	奶奶水温怎么样可以吧
ttskw00017944	如果痛你就说啊我轻一点
ttskw00017945	这样舒服了吧啊
ttskw00017946	你有没有感觉到不舒服
ttskw00017947	帮你做下被动运动啊
ttskw00017948	他现在会往下咽的吗
ttskw00017949	你还穿衣服呀什么的
ttskw00017950	洗澡累不累不累
ttskw00017951	这个地方疼不疼
ttskw00017952	还可以使热水舒服舒不舒服
ttskw00017953	然后我们把洗发露药膏拿过来
ttskw00017954	全部拿过来给我洗发水
ttskw00017955	这头皮痒
ttskw00017956	先把上衣穿上吧
ttskw00017957	今天换什么衣服呢
ttskw00017958	我就给你拿个毛巾擦擦手
ttskw00017959	我给你擦擦脚
ttskw00017960	你擦把脸不擦
ttskw00017961	先擦一擦脸先擦一擦不勒
ttskw00017962	水温怎么样可以放冷就行啊
ttskw00017963	热烫不烫
ttskw00017964	热不烫啊
ttskw00017965	我把这窗户关一下
ttskw00017966	你慢慢慢慢来
ttskw00017967	先冲洗对待正确
ttskw00017968	不脚能抬起来吗
ttskw00017969	擦擦前胸擦前胸
ttskw00017970	擦腋下腋下擦一擦
ttskw00017971	腋下擦一擦脚
ttskw00017972	擦脸洗洗脸洗洗脸
ttskw00017973	床铺一铺床铺一铺
ttskw00017974	烫不烫不烫烫不烫烫不烫
ttskw00017975	关门关门关窗关窗
ttskw00017976	阿峰揉一揉
ttskw00017977	阿婆捏的舒服
ttskw00017978	揉揉腿吧
ttskw00017979	手脚再揉揉肩
ttskw00017980	再换一条干毛巾给你淘擦擦啊
ttskw00017981	我们把脸擦擦啊
ttskw00017982	痛不痛痛也也足三里
ttskw00017983	舒缓一下菠萝
ttskw00017984	估计今年一年舒缓一下
ttskw00017985	哎膝关节舒缓一下
ttskw00017986	你你煮上你舒缓一下膝关节
ttskw00017987	哎刚好我们洗好头
ttskw00017988	十月份了呀啊来冲冲头发
ttskw00017989	欢迎冠军来做做被动运动
ttskw00017990	来做做被动运动舒缓要髋关节
ttskw00017991	因为这一个啊一个哎吹干头发
ttskw00017992	洗好来吹干一下吹干一下吹干一下
ttskw00017993	捏一捏背捏一捏药
ttskw00017994	捏捏腿好不好
ttskw00017995	是捏捏肩膀
ttskw00017996	给我捏一捏啊
ttskw00017997	先擦干头发
ttskw00017998	来擦干头发来
ttskw00017999	擦干头发来好了好了
ttskw00018000	来擦干头发
ttskw00018001	嗯等会儿我先给你擦一遍
ttskw00018002	他妈的这样不痛的
ttskw00018003	所以说今天赶快洗澡
ttskw00018004	我跟人家洗澡
ttskw00018005	要不然自己也是要洗澡的
ttskw00018006	穿棉毛裤
ttskw00018007	你知道你你的血糖怎么样没有
ttskw00018008	喂水擦月喂水
ttskw00018009	谢谢这边疼吗
ttskw00018010	但是那时候我就进去洗澡
ttskw00018011	热不热热不热热不热啊
ttskw00018012	可以这样一个按摩
ttskw00018013	舒缓一下你
ttskw00018014	有没有脑袋不舒服
ttskw00018015	好大男孩念一念舒缓下
ttskw00018016	有没有脑袋不舒
ttskw00018017	重运动有没有哪里不舒
ttskw00018018	你们慢慢慢慢的嗯
ttskw00018019	阿姨捏一捏
ttskw00018020	捏一捏看一下那里的可以吧
ttskw00018021	不痛重不重
ttskw00018022	能不能擦耳朵
ttskw00018023	梳头发梳一梳
ttskw00018024	烫不烫不能
ttskw00018025	可以把水温怎么样烫不烫冷不冷洗
ttskw00018026	一个车水温水温可以吧
ttskw00018027	涂香粉
ttskw00018028	润肤膏
ttskw00018029	我们按摩
ttskw00018030	纽扣这样衣服就穿起来了啊
ttskw00018031	穿裤子的时候呃
ttskw00018032	右脚帮你伸进裤脚啊
ttskw00018033	左脚自己伸进裤脚
ttskw00018034	我们马上准备穿衣服了
ttskw00018035	擦一擦后背擦一擦后背擦一擦
ttskw00018036	应从肩上插到手背右边擦一擦
ttskw00018037	左边擦一擦
ttskw00018038	我们前胸擦一擦
ttskw00018039	会不会擦一擦我们腿
ttskw00018040	从大腿根擦到脚踝骨
ttskw00018041	臀部擦到脚踝骨擦两遍啊
ttskw00018042	左边擦一擦来我们再走
ttskw00018043	腿擦一擦
ttskw00018044	臀部擦到脚
ttskw00018045	我们臀部擦一擦
ttskw00018046	我们腿擦一擦
ttskw00018047	臀部擦到脚踝骨
ttskw00018048	我们擦一擦擦
ttskw00018049	擦干擦一擦擦擦干
ttskw00018050	床单位温水擦浴
ttskw00018051	我们脚面擦一擦
ttskw00018052	脚底板擦一擦
ttskw00018053	左边擦一擦脚擦一擦
ttskw00018054	擦脸变
ttskw00018055	我们把被罩换换整套
ttskw00018056	我们被罩拿出来换好了
ttskw00018057	跟枕套换好了
ttskw00018058	整套换好
ttskw00018059	把床整理整理铺一下
ttskw00018060	把床铺一铺
ttskw00018061	床单铺的平整无碎屑无者
ttskw00018062	我们床垫铺的软饮食中
ttskw00018063	床单铺的平整无皱雪无褶皱
ttskw00018064	我们把被子放放整齐
ttskw00018065	枕头放放好
ttskw00018066	这样我们床就铺好了
ttskw00018067	你忙摸摸水温怎么样啊
ttskw00018068	开空调啊
ttskw00018069	脱衣服的时候
ttskw00018070	我帮你把我们脱衣服
ttskw00018071	你脱下裤脚
ttskw00018072	这样衣服我们就脱下来了啊
ttskw00018073	一年脱衣服的我帮你纽扣解不了
ttskw00018074	这样衣服就脱下来了
ttskw00018075	这个怎么冷啊
ttskw00018076	跟我说梳了一下背东运动痛不痛
ttskw00018077	搅擦擦
ttskw00018078	这个关门关窗
ttskw00018079	痛不痛快
ttskw00018080	来这这儿冷不冷啊
ttskw00018081	奶奶这样痛不痛啊啊
ttskw00018082	你有没有你有没有感觉到不舒服啊
ttskw00018083	我慢一点
ttskw00018084	是不是有点重
ttskw00018085	帮你做一下被动运动
ttskw00018086	然后再把你的腿捏一捏啊
ttskw00018087	我再把你的手臂给你摇一摇啊
ttskw00018088	这个衣服穿上很舒服啊
ttskw00018089	可以洗澡吧
ttskw00018090	你可以跟他洗澡去吧
ttskw00018091	我们这个有明天明天洗澡
ttskw00018092	外面这个人有没有开空调啊
ttskw00018093	你你舒缓一下味道怎么样捏的
ttskw00018094	好职业你觉得痛不痛痛吗
ttskw00018095	那声音就舒缓一下
ttskw00018096	如果你你足矣舒缓一下膝关节
ttskw00018097	有没有不舒服捏的有没有不舒服
ttskw00018098	来来来慢点儿怎么样
ttskw00018099	他说力道怎么样啊
ttskw00018100	坏光源一二三力道怎么样
ttskw00018101	做做被动运动输入
ttskw00018102	踝关节二三一二三
ttskw00018103	学海学捏一捏
ttskw00018104	看见你得舒缓一
ttskw00018105	来舒缓一下啊
ttskw00018106	不能不能站起来
ttskw00018107	你这怎么没喝呢
ttskw00018108	给你喝了好吧
ttskw00018109	喝不喝
ttskw00018110	剃胡子脱味的菜的香粉
ttskw00018111	跟我说说两下被动运动
ttskw00018112	看我坐看我坐跟我说说了一下
ttskw00018113	反正擦擦擦的
ttskw00018114	床会铺铺床换床单
ttskw00018115	换枕套床推脱铺床换床单
ttskw00018116	床铺一铺铺没有东西
ttskw00018117	整理床单卫生
ttskw00018118	梳梳头扎
ttskw00018119	任腹山梳个头
ttskw00018120	梳梳头扎头发好了
ttskw00018121	白头发水温可以吗
ttskw00018122	脱一点擦一点香氛润肤霜
ttskw00018123	手将它抬抬起来吗
ttskw00018124	我们来做个被动运动
ttskw00018125	你叔叔帮你捏一捏捏一捏
ttskw00018126	然后梳头梳头
ttskw00018127	梳头发梳头发嗯
ttskw00018128	阿姨跟我做
ttskw00018129	以上动作擦两遍
ttskw00018130	眉毛擦一擦
ttskw00018131	换床照
ttskw00018132	你看看喝水烫不烫不烫吧
ttskw00018133	米饭嗯水烫不烫
ttskw00018134	他现在在穿裤子冷不冷
ttskw00018135	你要不要喝水呀
ttskw00018136	嗯要不要喝水呀
ttskw00018137	你这个裤子要换掉
ttskw00018138	他就穿裤子叫他放假
ttskw00018139	泡一下脚呢
ttskw00018140	外婆洗过脚了吗
ttskw00018141	这里穿衣服裤子啊
ttskw00018142	身上擦擦干
ttskw00018143	换被套换枕套换枕
ttskw00018144	换被套零零零是这
ttskw00018145	那时候水温怎么样
ttskw00018146	铺防滑
ttskw00018147	用我们这扣这样轻重可以
ttskw00018148	说手臂再靠靠这里揉一揉好不好
ttskw00018149	手擦擦两个
ttskw00018150	每个脚趾缝每个手指缝擦擦
ttskw00018151	哎呀我们的匆匆头啊打个洗发露
ttskw00018152	打洗发膏
ttskw00018153	先别说我们洗发了啊
ttskw00018154	那头头皮痒不痒啊
ttskw00018155	舒缓舒缓胸闷
ttskw00018156	我做舒缓一下
ttskw00018157	在这刮胡子都有点嫩肤的缩个头
ttskw00018158	跟我跟我学
ttskw00018159	先擦一擦呃
ttskw00018160	擦擦脸呃
ttskw00018161	不冷烫不烫
ttskw00018162	并向一些目标能不能站起来
ttskw00018163	测肢体能活动吧
ttskw00018164	跟我做也跟我学
ttskw00018165	那练字体活动不看我做
ttskw00018166	擦一擦擦脸擦擦脸擦
ttskw00018167	擦擦脸擦擦脸擦擦脸啊
ttskw00018168	换枕套换枕套换枕头套
ttskw00018169	哎呀嘞梳个头梳个头梳个头
ttskw00018170	阿姨来扎头发扎头发扎头发
ttskw00018171	不冷烫不烫烫不烫烫不烫烫烫
ttskw00018172	舒缓舒缓胸闷累的怎么样痛哎
ttskw00018175	按按背舒缓舒缓静
ttskw00018176	要不要挂上面的外地冷不冷啊
ttskw00018177	冲洗干净的
ttskw00018178	嗯两个人洗个澡
ttskw00018179	你们没穿衣服啊
ttskw00018180	你刚才洗好衣服没穿好不能动
ttskw00018181	其实窗户门一关的闭着
ttskw00018182	开开门了
ttskw00018183	我疼不疼
ttskw00018184	我疼是吧
ttskw00018185	你躺下来揉揉肩哦
ttskw00018186	换棉裤了吧
ttskw00018187	哪个胖裤子
ttskw00018188	念一念舒缓一下这个领导可以吧
ttskw00018189	叔叔痛不痛
ttskw00018190	有没有哪不舒服
ttskw00018191	是吧捏一捏
ttskw00018192	说捏一捏
ttskw00018193	捏一捏舒缓吧
ttskw00018194	我我洗澡了
ttskw00018195	帮你做做被动运动
ttskw00018196	没衣服就要给我们穿好了
ttskw00018197	衣服已经穿好了
ttskw00018198	唉他那个洗屁股
ttskw00018199	没有有什么有没有不舒服
ttskw00018200	按着舒不舒服啊
ttskw00018201	等一下看看力道大不大
ttskw00018202	说力道怎么样啊
ttskw00018203	力道要大的吭
ttskw00018204	不重不重要
ttskw00018205	我今天就在房间里面帮你捏一捏
ttskw00018206	看我坐跟我坐跟我
ttskw00018207	别捏一捏
ttskw00018208	润肤乳梳个头
ttskw00018209	梳梳头八头
ttskw00018210	不能烫不烫
ttskw00018211	不冷不冷不
ttskw00018212	正好力道怎么样
ttskw00018213	力气怎么样
ttskw00018214	帮忙擦擦脚
ttskw00018215	擦擦脚哈
ttskw00018216	搓搓脚
ttskw00018217	今天闷热一点都不冷不冷啊
ttskw00018218	我给你的腿看看重不重啊
ttskw00018219	嗯重不重
ttskw00018220	给你腿暗的重不重
ttskw00018221	我自己不会这样子擦眼睛
ttskw00018222	造擦肥皂
ttskw00018223	打肥皂打肥皂打肥皂打肥皂打
ttskw00018224	擦肥皂不知道怎么做
ttskw00018225	擦肥皂擦肥皂擦肥皂擦肥皂擦
ttskw00018226	把热的沐浴
ttskw00018227	阿姨穿衣服穿衣服不穿衣服穿
ttskw00018228	去那个床单换床单换床单
ttskw00018229	换床单了
ttskw00018230	花被套花被套花被花被
ttskw00018231	看一下这个换枕套换枕套
ttskw00018232	洗洗脚洗洗脚洗洗脚洗洗脚洗洗脚
ttskw00018233	来泡泡脚泡
ttskw00018234	看泡泡脚泡泡脚泡泡脚
ttskw00018235	一铺防滑垫铺一铺
ttskw00018236	防滑垫铺一铺知道吧
ttskw00018237	我昨天跟我说的冷不冷
ttskw00018238	说力量还可以吗
ttskw00018239	今天拍的重不重不重啊
ttskw00018240	快要不穿衣服
ttskw00018241	擦擦擦擦擦擦干擦干
ttskw00018242	床铺铺床铺铺铺床了
ttskw00018243	铺床了
ttskw00018244	洗洗脚洗洗脚泡泡脚泡泡脚
ttskw00018245	不冷不冷啊
ttskw00018246	把你的手做做被动运动摇一摇啊
ttskw00018247	今天呢我把你的手捏一捏啊
ttskw00018248	我再帮你捏捏腿啊
ttskw00018249	回来我给你擦一擦
ttskw00018250	你肯定擦一擦舒服呀
ttskw00018251	你把那鸡给他脖子擦干
ttskw00018252	我先把它给擦一下
ttskw00018253	零零二活动活动进攻舒缓一下啊
ttskw00018254	两个应该应该舒缓一下
ttskw00018255	舒缓一下一二三一
ttskw00018256	放松放松舒缓一下啊
ttskw00018257	胸骨舒缓一下淮关
ttskw00018258	你你要舒缓一下竹山里
ttskw00018259	舒缓一下肌
ttskw00018260	捏捏骨折机放松放松舒缓一下
ttskw00018261	放松放松舒缓一下怎么办呢
ttskw00018262	舒缓一下踝关节力道
ttskw00018263	你的力道怎么样啊
ttskw00018264	哎做做被动运动
ttskw00018265	做做背针运动
ttskw00018266	一二三力道
ttskw00018267	一二三痛吗
ttskw00018268	哎你你你小腿肌肉捏一捏
ttskw00018269	捏一捏肌肉
ttskw00018270	新闻上的一个小腿肌肉捏一捏
ttskw00018271	这一只是这一只脚捏一捏捏捏脚
ttskw00018272	竹山里捏一捏
ttskw00018273	换换被套
ttskw00018274	你会轻一点
ttskw00018275	捏捏腿捏捏肌肉放松放松舒缓一下
ttskw00018276	舒缓一下踝关节一二三一二
ttskw00018277	你念一念舒缓一下兄弟的可以吧
ttskw00018278	别动运动有没有哪里不舒服
ttskw00018279	把他衣服都给你穿好
ttskw00018280	我今天把衣服给你穿好了啊
ttskw00018281	还让我给你穿衣服是吧
ttskw00018282	前擦一擦呃
ttskw00018283	擦一擦多一点嫩肤水
ttskw00018284	换枕套换被罩
ttskw00018285	再梳个头就很重
ttskw00018286	阿亮姐能不能站起来
ttskw00018287	这头疼不疼啊
ttskw00018288	指的力度可以吗
ttskw00018289	重不重要的就应该这样
ttskw00018290	铺床床整理整理整理床单位
ttskw00018291	当五个月不疼不疼不疼不疼
ttskw00018292	你要温水擦浴
ttskw00018293	你们要换掉的是不是舒服吧
ttskw00018294	会舒服吧
ttskw00018295	舒服的啊
ttskw00018296	洗澡去
ttskw00018297	我给你衣服换掉啊
ttskw00018298	看一下这些毛衣要换吗
ttskw00018299	衣服衣服要脱掉
ttskw00018300	重不重轻不轻啊
ttskw00018301	看我做啊给我
ttskw00018302	身上捏捏啊味道怎么样
ttskw00018303	你能不能坐下坐下看看
ttskw00018304	多舒服啊
ttskw00018305	嗯嗯慢点喝这样
ttskw00018306	好慢一点呀
ttskw00018307	冲一下沐浴露啊
ttskw00018308	我没洗澡都没洗
ttskw00018309	这个那个空调给你开开了啊
ttskw00018310	天冷不冷不冷
ttskw00018311	你你们关起来温度是低了
ttskw00018312	这你想的是再出事冷天吗
ttskw00018313	说的是不冷还是凉呀
ttskw00018314	你看好敲敲腿
ttskw00018315	你这也是两件穿的衣服
ttskw00018316	加加绒加厚加厚衬衣
ttskw00018317	你口袋有不舒服吗
ttskw00018318	他要教我按摩的
ttskw00018319	今天棉袄穿了二二二
ttskw00018320	重重不重轻不紧
ttskw00018321	能能不能洗洗脚泡泡脚擦
ttskw00018322	我要泡沫冲了泡沫冲了泡沫冲了
ttskw00018323	中医冲一冲冲一
ttskw00018324	我要洗头膏
ttskw00018325	发擦擦过头发
ttskw00018326	杜赫敏擦一擦耳朵
ttskw00018327	耳朵和面擦一擦
ttskw00018328	擦一擦干一擦就可以擦一擦
ttskw00018329	阿姨来擦擦擦擦
ttskw00018330	还是换床单换床单一起去啊
ttskw00018331	枕套换枕套换枕套啊
ttskw00018332	你是不是床铺一铺
ttskw00018333	是烫不烫烫不烫烫不烫
ttskw00018334	我叫他弄水给你喝好吧
ttskw00018335	看看他能喝的上吗
ttskw00018336	前面前面擦过了吗
ttskw00018337	现在还在关窗关门没有是吧嗯
ttskw00018338	不是你扶着我脱衣服
ttskw00018339	我扶着给他脱衣服啊
ttskw00018340	穿裤子穿衣服穿裤子
ttskw00018341	腋下擦一擦擦擦前胸
ttskw00018342	擦前胸擦后背擦后背
ttskw00018343	腋下擦擦擦前胸擦前胸
ttskw00018344	我们是这样擦身
ttskw00018345	擦一擦不会有错的
ttskw00018346	擦一擦擦擦擦擦擦擦脸
ttskw00018347	运动有没有哪里不舒服
ttskw00018348	念一念舒缓一
ttskw00018349	那一年舒缓一下这个绿豆可以吧
ttskw00018350	下这个力道可以吧
ttskw00018351	慢慢慢嗯好捏一捏
ttskw00018352	痛啊不痛就硬
ttskw00018353	不热不热天不好
ttskw00018354	天气太热吗
ttskw00018355	洗澡没毛毛
ttskw00018356	嗯按到这疼吗
ttskw00018357	擦肥皂擦肥皂
ttskw00018358	接受沐浴接受沐浴
ttskw00018359	这个接受沐浴接受沐浴接受沐浴
ttskw00018360	擦一擦擦一擦擦干
ttskw00018361	奶奶力道怎么样
ttskw00018362	腿捏一捏
ttskw00018363	香把手擦擦擦吧
ttskw00018364	你不要洗干净了
ttskw00018365	那我就开始啊捏一捏
ttskw00018366	所以现在就一点点舒缓一下
ttskw00018367	做做被动运动舒缓一下啊
ttskw00018368	舒缓一下捏的有没有不舒服
ttskw00018369	这按的没有有没有不舒服啊
ttskw00018370	没有痛不痛啊
ttskw00018371	就是说被动运动
ttskw00018372	捏捏脚舒缓一下颈椎
ttskw00018373	就完成了捏捏脚
ttskw00018374	我看还有那么疼吗
ttskw00018375	打肥皂打肥皂擦肥皂擦肥皂
ttskw00018376	先看我做啊
ttskw00018377	你还没有同意一个人跟我做
ttskw00018378	帮你把衣服穿好啊
ttskw00018379	水温和湿不冷不烫
ttskw00018380	开空调开浴霸开暖风机啊
ttskw00018381	脱衣服脱裤子脱衣服脱裤
ttskw00018382	很少有人能不能坐起来
ttskw00018383	哪侧肢体活动不便
ttskw00018384	哪侧肢体活动不变
ttskw00018385	重重重不重
